,Filename,Current Docket,Docket Numbers,Public Employer,Union,County,Arbitrator,Date Received,Award Type,Current Status,Appellate Court,Supreme Court
514,ia-2000-46.pdf,IA-2000-046,IA-2000-046 & IA-2000-047,N Plainfield Boro,PBA Loc 85,Somerset,"Glasson, R",03/09/2001,Conventional,Award Issued,,
515,ia-2000-47.pdf,IA-2000-047,IA-2000-047 & IA-2000-046,N Plainfield Boro,PBA Loc 85 (Superiors),Somerset,"Glasson, R",03/09/2001,Conventional,Award Issued,,
516,ia-99-75.pdf,IA-99-075,IA-99-075,Hudson Cty Sheriff's Office,PBA Loc 334,Hudson,"Mastriani, J",03/07/2001,Conventional,Award Issued,,
517,ia-2000-104.pdf,IA-2000-104,IA-2000-104,Caldwell Boro Tp,PBA Loc 81,Essex,"Mason, F",03/06/2001,Conventional,Award Issued,,
518,IA-99-025.pdf,IA-99-025,IA-99-025,Irvington Tp,PBA Loc 29,Essex,"Hussey, D",01/19/2001,Conventional,Award Issued,,
519,IA-99-037.pdf,IA-99-037,IA-99-037,Camden Cty Prosecutor's Office,PBA Loc 316,Camden,"Mastriani, J",12/29/2000,Conventional,Award Issued,,
520,IA-99-057.pdf,IA-99-057,IA-99-057,Maplewood Tp,PBA Loc 44,Essex,"Mastriani, J",12/27/2000,Conventional,Award Issued,,
521,IA-99-58.pdf,IA-99-058,IA-99-058,Pemberton Tp,PBA Loc 260,Burlington,"Mastriani, J",12/13/2000,Conventional,Award Issued,,
522,IA-99-048.pdf,IA-99-048,IA-99-048,Hackettstown,PBA Loc 369,Warren,"Mastriani, J",11/27/2000,Conventional,Award Issued,,
523,IA-2000-014.pdf,IA-2000-014,IA-2000-014,Roselle Boro,Roselle Police SOA,Union,"Brent, D",10/20/2000,Conventional,Award Issued,,
524,ia-98-121.pdf,IA-98-121,IA-98-121,Elizabeth,FMBA Loc 9,Union,"Light, R",08/31/2000,Conventional,Award Issued,,
525,ia-2000-010.pdf,IA-2000-010,IA-2000-010,Piscataway Tp,PBA Loc 93,Middlesex,"Hammer, L",08/30/2000,Conventional,Award Issued,,
526,ia-98-097.pdf,IA-98-097,IA-98-097,Butler Boro,PBA Loc 198,Morris,"Mason, F",07/31/2000,Conventional,Award Issued,,
527,ia-99-002.pdf,IA-99-002,IA-99-002,New Brunswick,PBA Loc 23 & 23A,Middlesex,"Scheinman, M",07/17/2000,Conventional,Award Issued,,
528,IA-2000-4.pdf,IA-2000-004,IA-2000-004,NJ/State,NJ State PBA SLEC,,"Mastriani, J",06/30/2000,Conventional,Award Issued,,.
529,IA-99-009.pdf,IA-99-009,IA-99-009,NJ Inst of Technology,FOP Lodge 93,Essex,"Tener, J",06/20/2000,Conventional,Award Issued,,
530,ia-98-98.pdf,IA-98-098,IA-98-098,Shrewsbury Boro,PBA Loc 308,Monmouth,"Scheinman, M",06/01/2000,Conventional,Award Issued,,
531,ia-99-110.pdf,IA-99-110,IA-99-110,Manville Boro,PBA Loc 236,Somerset,"Weiss, E",05/31/2000,Conventional,Award Issued,,
532,IA-2000-3.pdf,IA-2000-003,IA-2000-003,New Milford Boro,PBA Loc 83,Bergen,"Glasson, R",05/24/2000,Conventional,Award Issued,,
533,ia-99-59.pdf,IA-99-059,IA-99-059,Saddle Brook Tp,PBA Loc 102,Bergen,"Mastriani, J",05/02/2000,Conventional,Award Issued,,
534,ia-99-74.pdf,IA-99-074,IA-99-074,Hudson Cty Prosecutor's Office,PBA Loc 232,Hudson,"Mason, F",04/28/2000,Conventional,Award Issued,,
535,ia-99-76.pdf,IA-99-076,IA-99-076,Passaic,PBA Loc 14,Passaic,"Weisblatt, J",04/27/2000,Conventional,Award Issued,,
536,ia-99-60.pdf,IA-99-060,IA-99-060,River Edge Bor,PBA Loc 201,Bergen,"Weiss, E",04/25/2000,Conventional,Award Issued,,
537,ia-99-46.pdf,IA-99-046,IA-99-046,Allendale Boro,PBA Loc 217,Bergen,"Mastriani, J",04/24/2000,Conventional,Award Issued,,
538,ia-99-19.pdf,IA-99-019,IA-99-019,Linden,PBA Loc 42,Union,"Mastriani, J",04/11/2000,Conventional,Award Issued,,
539,ia-99-89.pdf,IA-99-089,IA-99-089,Somerset Cty Sheriff's Office,FOP Lodge 39,Somerset,"Mastriani, J",04/03/2000,Conventional,Award Issued,,
540,ia-99-8.pdf,IA-99-008,IA-99-008,Borough of Ramsey,PBA Loc 155,Passaic,"Mastriani, J",02/18/2000,Conventional,Award Issued,,
541,ia-99-97.pdf,IA-99-097,IA-99-097,Morris Cty Sheriff's Office,PBA Loc 298,Morris,"Glasson, R",02/01/2000,Conventional,Award Issued,,
542,ia-99-67.pdf,IA-99-067,IA-99-067,Seaside Park Boro,PBA Loc 182,Ocean,"Weiss, E",01/11/2000,Conventional,Award Issued,,
543,ia-97-136.pdf,IA-97-136,IA-97-136,NJ Transit,PBA Loc 304, ,"Mastriani, J",12/22/99,Conventional,Award Issued,,
544,ia-98-59.pdf,IA-97-008,IA-97-008 & IA-98-059,Bogota Boro,PBA Loc 86,Bergen,"Mastriani, J",12/15/99,Conventional,Award Issued,,
545,perc_99-20.pdf,IA-97-008,IA-97-008 & IA-98-059,Bogota Boro,PBA Loc 86,Bergen,"Mastriani, J",12/15/99,Conventional,Award Issued,,
546,ia-97-8.pdf,IA-97-008,IA-97-008 & IA-98-059,Bogota Boro,PBA Loc 86,Bergen,"Mastriani, J",12/15/99,Conventional,Award Issued,,
547,perc_98-104.pdf,IA-97-008,IA-97-008 & IA-98-059,Bogota Boro,PBA Loc 86,Bergen,"Mastriani, J",12/15/99,Conventional,Award Issued,,
548,ia-97-8_1.pdf,IA-97-008,IA-97-008 & IA-98-059,Bogota Boro,PBA Loc 86,Bergen,"Mastriani, J",12/15/99,Conventional,Award Issued,,
549,ia-98-59.pdf,IA-98-059,IA-98-059 & IA-97-008,Bogota Boro,PBA Loc 86,Bergen,"Mastriani, J",12/15/99,Conventional,Award Issued,,
550,perc_99-20.pdf,IA-98-059,IA-98-059 & IA-97-008,Bogota Boro,PBA Loc 86,Bergen,"Mastriani, J",12/15/99,Conventional,Award Issued,,
551,ia-97-8.pdf,IA-98-059,IA-98-059 & IA-97-008,Bogota Boro,PBA Loc 86,Bergen,"Mastriani, J",12/15/99,Conventional,Award Issued,,
552,perc_98-104.pdf,IA-98-059,IA-98-059 & IA-97-008,Bogota Boro,PBA Loc 86,Bergen,"Mastriani, J",12/15/99,Conventional,Award Issued,,
553,ia-97-8_1.pdf,IA-98-059,IA-98-059 & IA-97-008,Bogota Boro,PBA Loc 86,Bergen,"Mastriani, J",12/15/99,Conventional,Award Issued,,
554,ia-99-1.pdf,IA-99-001,IA-99-001,Spring Lake Boro,PBA Loc 50,Monmouth,"Mastriani, J",11/03/99,Conventional,Award Issued,,
555,ia-98-94.pdf,IA-98-094,IA-98-094,Demarest Boro,PBA Loc 350,Bergen,"Buchheit, S",09/08/99,Conventional,Award Issued,,
556,ia-98-65.pdf,IA-98-065,IA-98-065 & IA-98-066,Nutley Tp,PBA Loc 33 (Superiors),Essex,"Scheinman, M",09/03/99,Conventional,Award Issued,,
557,ia-98-66.pdf,IA-98-066,IA-98-066 & IA-98-065,Nutley Tp,PBA Loc 33,Essex,"Scheinman, M",09/03/99,Conventional,Award Issued,,
558,ia-98-86.pdf,IA-98-086,IA-98-086,NJ/State (State Police),State Troopers NCO Assn, ,"Zausner, B",09/01/99,Conventional,Award Issued,,
559,ia-94-59.pdf,IA-94-059,IA-94-059,Aberdeen Tp.,PBA Loc 163,Monmouth,"Tener, J",08/05/99,Conventional,Award Issued,286 N.J. Super. 372 (App. Div. 1996,
560,ia-99-7.pdf,IA-99-007,IA-99-007 & IA-99-006,Union Cty Prosecutor's Office,PBA Loc 250 (Superiors),Union,"Kurtzman, C",07/02/99,Conventional,Award Issued,,
561,ia-99-6.pdf,IA-99-006,IA-99-006 & IA-99-007,Union Cty Prosecutor's Office,PBA Loc 250,Union,"Kurtzman, C",07/02/99,Conventional,Award Issued,,
562,ia-97-128.pdf,IA-97-128,IA-97-128,S Brunswick Tp,PBA Loc 166,Middlesex,"Light, R",07/01/99,Conventional,Award Issued,,
563,ia-98-91.pdf,IA-98-091,IA-98-091,Cliffside Park Boro,PBA Loc 96,Bergen,"Tener, J",06/25/99,Conventional,Award Issued,,
564,ia-98-19.pdf,IA-98-019,IA-98-019,Stone Harbor Boro,PBA Loc 59,Cape May,"Mastriani, J",06/22/99,Conventional,Award Issued,,
565,ia-97-130.pdf,IA-97-130,IA-97-130,Orange Tp,Orange Fire Offrs Assn,Essex,"Weisblatt, J",06/14/99,Conventional,Award Issued,,
566,ia-99-21.pdf,IA-99-021,IA-99-021,N Brunswick Tp,PBA Loc 160 SOA,Middlesex,"Hussey, D",05/27/99,Conventional,Award Issued,,
567,ia-98-15.pdf,IA-98-015,IA-98-015,Sussex Cty Pros,PBA Loc 138,Sussex,"Kurtzman, C",05/20/99,Conventional,Award Issued,,
568,ia-98-40.pdf,IA-98-040,IA-98-040,Palisades Park Boro,PBA Loc 45,Bergen,"Mastriani, J",05/20/99,Conventional,Award Issued,,
569,ia-98-29.pdf,IA-98-029,IA-98-029,Salem,Salem Police Offrs Assn,Salem,"Tener, J",05/11/99,Conventional,Award Issued,,
570,ia-98-27.pdf,IA-98-027,IA-98-027,Hillside Tp,Hillside Police SOA,Union,"Brent, D",04/12/99,Conventional,Award Issued,,
571,ia-97-112.pdf,IA-97-112,IA-97-112,Atlantic City,PBA Loc 24,Atlantic,"Scheinman, M",03/23/99,Conventional,Award Issued,,
572,perc 2003-11.pdf,IA-97-045,IA-97-045,Teaneck Tp,FMBA Loc 42,Bergen,"Begin, J",03/17/99,Conventional,Affirmed by Supreme Court 10/1/2003,353 N.J. Super. 289 (App. Div. 2002),
573,A-1850-99T1.pdf,IA-97-045,IA-97-045,Teaneck Tp,FMBA Loc 42,Bergen,"Begin, J",03/17/99,Conventional,Affirmed by Supreme Court 10/1/2003,353 N.J. Super. 289 (App. Div. 2002),
574,perc_2000-33.pdf,IA-97-045,IA-97-045,Teaneck Tp,FMBA Loc 42,Bergen,"Begin, J",03/17/99,Conventional,Affirmed by Supreme Court 10/1/2003,353 N.J. Super. 289 (App. Div. 2002),
575,ia-97-45.pdf,IA-97-045,IA-97-045,Teaneck Tp,FMBA Loc 42,Bergen,"Begin, J",03/17/99,Conventional,Affirmed by Supreme Court 10/1/2003,353 N.J. Super. 289 (App. Div. 2002),
576,ia-98-38.pdf,IA-98-038,IA-98-038,Scotch Plains Tp,PBA Loc 87,Union,"Mastriani, J",03/17/99,Conventional,Award Issued,,
577,ia-99-22.pdf,IA-99-022,IA-99-022,NJ/State (State Police),State Troopers SOA, ,"Hammer, L",03/16/99,Conventional,Award Issued,,
578,ia-98-34.pdf,IA-98-034,IA-98-034,Montgomery Tp,PBA Loc 355,Somerset,"Zausner, B",02/24/99,Conventional,Award Issued,,
579,ia-97-94.pdf,IA-97-094,IA-97-094,Edison Tp,IAFF Loc 2883,Middlesex,"Scheinman, M",02/16/99,Conventional,Award Issued,,
580,perc_99-97.pdf,IA-97-082,IA-97-082,Newark,Newark Fire Deputy Chiefs Assn,Essex,"Kurtzman, C",01/25/99,Conventional,"Award Affirmed per Commission Decision, PERC 99-97 issued 04/30/99",,
581,ia-97-82.pdf,IA-97-082,IA-97-082,Newark,Newark Fire Deputy Chiefs Assn,Essex,"Kurtzman, C",01/25/99,Conventional,"Award Affirmed per Commission Decision, PERC 99-97 issued 04/30/99",,
582,ia-98-11.pdf,IA-98-011,IA-98-011,Allentown Boro,FOP Lodge 114,Monmouth,"Mastriani, J",01/22/99,Conventional,Award Issued,,
583,perc_99-86.pdf,IA-98-025,IA-98-025,Delran Tp,Delran Tp Police SOA,Burlington,"Tillem, J",01/13/99,Conventional,"Award Affirmed per Commission Decision, PERC 99-86 issued 03/26/99",,
584,ia-98-25.pdf,IA-98-025,IA-98-025,Delran Tp,Delran Tp Police SOA,Burlington,"Tillem, J",01/13/99,Conventional,"Award Affirmed per Commission Decision, PERC 99-86 issued 03/26/99",,
585,ia-97-140.pdf,IA-97-140,IA-97-140,Springfield Tp,Springfield PBA Loc 76/SOA,Union,"Sands, J",12/30/98,Conventional,Award Issued,,
586,ia-97-140-Orig.pdf,IA-97-140,IA-97-140,Springfield Tp,Springfield PBA Loc 76/SOA,Union,"Sands, J",12/30/98,Conventional,Award Issued,,
587,ia-98-1.pdf,IA-98-001,IA-98-001,Trenton,PBA Loc 11,Mercer,"Scheinman, M",12/28/98,Conventional,Award Issued,,
588,ia-97-7.pdf,IA-97-007,IA-97-007,NJ/State (State Police),State Troopers Frat Assn, ,"Mastriani, J",12/17/98,Conventional,Award Issued,,
589,ia-98-62.pdf,IA-98-062,IA-98-062,Little Ferry Boro,PBA Loc 102,Bergen,"Weiss, E",12/14/98,Conventional,Award Issued,,
590,ia-97-1.pdf,IA-97-001,IA-97-001,Lodi Boro,PBA Loc 26,Bergen,"Tillem, J",12/08/98,Conventional,Award Issued,,
591,perc_99-28.pdf,IA-97-001,IA-97-001,Lodi Boro,PBA Loc 26,Bergen,"Tillem, J",12/08/98,Conventional,Award Issued,,
592,"ia-97-1,4-27-98.pdf",IA-97-001,IA-97-001,Lodi Boro,PBA Loc 26,Bergen,"Tillem, J",12/08/98,Conventional,Award Issued,,
593,ia-97-44.pdf,IA-97-044,IA-97-044,Old Bridge Tp,PBA Loc 127,Middlesex,"Mastriani, J",12/07/98,Conventional,Award Issued,,
594,ia-96-75.pdf,IA-96-075,IA-96-075,Secaucus,PBA Loc 84,Hudson,"Light, R",11/04/98,Conventional,Award Issued,,
595,ia-98-114.pdf,IA-98-114,IA-98-114,N Brunswick Tp,PBA Loc 160,Middlesex,"Mastriani, J",11/04/98,Conventional,Award Issued,,
596,ia-96-88.pdf,IA-96-088,IA-96-088,Avon-by-the-Sea Boro,PBA Loc 50,Monmouth,"Mastriani, J",09/25/98,Conventional,Award Issued,,
597,ia-97-55.pdf,IA-97-055,IA-97-055,Logan Tp,PBA Loc 122,Gloucester,"Brent, D",09/11/98,Conventional,Award Issued,,
598,ia-97-58.pdf,IA-97-058,IA-97-058,Teaneck Tp,FMBA Loc 242 (Fire Offrs),Bergen,"Buchheit, S",09/08/98,Conventional,Award Issued,,
599,ia-97-84.pdf,IA-97-084,IA-97-084 & IA-97-073,N Plainfield Boro,PBA Loc 85 (Superiors),Somerset,"Scheinman, M",08/26/98,Conventional,Award Issued,,
600,ia-97-73.pdf,IA-97-073,IA-97-073 & IA-97-084,N Plainfield Boro,PBA Loc 85,Somerset,"Scheinman, M",08/26/98,Conventional,Award Issued,,
601,ia-97-85.pdf,IA-97-085,IA-97-085,E Orange,FMBA Loc 23,Essex,"Scheinman, M",08/25/98,Conventional,Award Issued,,
602,ia-96-132.pdf,IA-96-132,IA-96-132,Plainfield,FMBA Loc 7,Union,"Light, R",08/24/98,Conventional,Award Issued,,
603,ia-97-29.pdf,IA-97-029,IA-97-029,Sussex Cty,PBA Loc 138 (Jail Unit),Sussex,"Weiss, E",07/29/98,Conventional,Award Issued,,
604,ia-97-93.pdf,IA-97-093,IA-97-093,Leonia Boro,PBA Loc 86,Bergen,"Tillem, J",07/16/98,Conventional,Award Issued,,
605,ia-97-52.pdf,IA-97-052,IA-97-052,Somerset Cty Sheriff's Office,FOP Lodge 39,Somerset,"Weiss, E",06/30/98,Conventional,Award Issued,,
606,ia-97-123.pdf,IA-97-123,IA-97-123,Somerset Cty Prosecutor's Office,PBA Loc 307,Somerset,"Mastriani, J",06/24/98,Conventional,Award Issued,,
607,ia-97-61.pdf,IA-97-061,IA-97-061,Pt Pleasant Boro,Pt Pleasant Boro Capt/Lts Assn,Ocean,"Mastriani, J",06/24/98,Conventional,Award Issued,,
608,ia-97-39.pdf,IA-97-039,IA-97-039,Piscataway Tp,PBA Loc 93,Middlesex,"Scheinman, M",06/22/98,Conventional,Award Issued,,
609,ia-97-131.pdf,IA-97-131,IA-97-131,Paramus Boro,PBA Loc 186,Bergen,"Hammer, L",06/01/98,Conventional,Award Issued,,
610,ia-98-5.pdf,IA-98-005,IA-98-005,National Park Boro,PBA Loc 122,Gloucester,"Tener, J",05/28/98,Conventional,Award Issued,,
611,ia-97-46.pdf,IA-97-046,IA-97-046,Madison Boro,PBA Loc 92,Morris,"Weisblatt, J",05/11/98,Conventional,Award Issued,,
612,ia-97-121.pdf,IA-97-121,IA-97-121,County of Salem,Sheriff's Officers Association,Salem,"Mastriani, J",05/04/98,Conventional,Award Issued,,
613,perc_98-107.pdf,IA-97-121,IA-97-121,County of Salem,Sheriff's Officers Association,Salem,"Mastriani, J",05/04/98,Conventional,Award Issued,,
614,"ia-97-121,10-17-97.pdf",IA-97-121,IA-97-121,County of Salem,Sheriff's Officers Association,Salem,"Mastriani, J",05/04/98,Conventional,Award Issued,,
615,ia-98-59.pdf,IA-97-008,IA-97-008 & IA-98-059,Bogota Boro,PBA Loc 86,Bergen,"Aiges, S",05/01/98,Conventional,"Award Vacated Consolidated with IA-98-059 and Appointment to New Arbitrator Directed per Commission Decision, PERC 99-20 issued 8/20/98",,
616,perc_99-20.pdf,IA-97-008,IA-97-008 & IA-98-059,Bogota Boro,PBA Loc 86,Bergen,"Aiges, S",05/01/98,Conventional,"Award Vacated Consolidated with IA-98-059 and Appointment to New Arbitrator Directed per Commission Decision, PERC 99-20 issued 8/20/98",,
617,ia-97-8.pdf,IA-97-008,IA-97-008 & IA-98-059,Bogota Boro,PBA Loc 86,Bergen,"Aiges, S",05/01/98,Conventional,"Award Vacated Consolidated with IA-98-059 and Appointment to New Arbitrator Directed per Commission Decision, PERC 99-20 issued 8/20/98",,
618,perc_98-104.pdf,IA-97-008,IA-97-008 & IA-98-059,Bogota Boro,PBA Loc 86,Bergen,"Aiges, S",05/01/98,Conventional,"Award Vacated Consolidated with IA-98-059 and Appointment to New Arbitrator Directed per Commission Decision, PERC 99-20 issued 8/20/98",,
619,ia-97-8_1.pdf,IA-97-008,IA-97-008 & IA-98-059,Bogota Boro,PBA Loc 86,Bergen,"Aiges, S",05/01/98,Conventional,"Award Vacated Consolidated with IA-98-059 and Appointment to New Arbitrator Directed per Commission Decision, PERC 99-20 issued 8/20/98",,
620,ia-96-118.pdf,IA-96-118,IA-96-118,Lakewood Tp,PBA Loc 71,Ocean,"Light, R",04/28/98,Conventional,Award Issued,,
621,ia-97-1.pdf,IA-97-001,IA-97-001,Lodi Boro,PBA Loc 26,Bergen,"Tillem, J",04/27/98,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 99-28 issued 09/25/98",,
622,perc_99-28.pdf,IA-97-001,IA-97-001,Lodi Boro,PBA Loc 26,Bergen,"Tillem, J",04/27/98,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 99-28 issued 09/25/98",,
623,"ia-97-1,4-27-98.pdf",IA-97-001,IA-97-001,Lodi Boro,PBA Loc 26,Bergen,"Tillem, J",04/27/98,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 99-28 issued 09/25/98",,
624,ia-97-56.pdf,IA-97-056,IA-97-056,Fairview Boro,PBA Loc 45,Bergen,"Weiss, E",04/27/98,Conventional,Award Issued,,
625,ia-96-71.pdf,IA-96-071,IA-96-071,Edison Tp,IAFF Loc 1197,Middlesex,"Pierson, J",04/23/98,Conventional,Award Issued,,
626,perc_99-11.pdf,IA-97-041,IA-97-041 & IA-97-72,Rutgers University,FOP Lodge 62A (SOA), ,"Sands, J",04/21/98,Conventional,"Award Affirmed per Commission Decision, PERC 99-11 issued 07/31/98",,
627,ia-97-41.pdf,IA-97-041,IA-97-041 & IA-97-72,Rutgers University,FOP Lodge 62A (SOA), ,"Sands, J",04/21/98,Conventional,"Award Affirmed per Commission Decision, PERC 99-11 issued 07/31/98",,
628,perc_99-11.pdf,IA-97-072,IA-97-072 & IA-97-41,Rutgers University,FOP, ,"Sands, J",04/21/98,Conventional,"Award Affirmed per Commission Decision, PERC 99-11 issued 07/31/98",,
629,ia-97-72.pdf,IA-97-072,IA-97-072 & IA-97-41,Rutgers University,FOP, ,"Sands, J",04/21/98,Conventional,"Award Affirmed per Commission Decision, PERC 99-11 issued 07/31/98",,
630,ia-97-66.pdf,IA-97-066,IA-97-066,Garfield,PBA Loc 46,Bergen,"Weiss, E",03/26/98,Conventional,Award Issued,,
631,ia-96-2.pdf,IA-96-002,IA-96-002,Essex Cty Prosecutor's Office,Essex Cty Pros Det/Invest Assn,Essex,"Light, R",03/19/98,Fair and Final - Mgmt,Award Issued,,
632,ia-97-28.pdf,IA-97-028,IA-97-028,Carteret Boro,PBA Loc 47,Middlesex,"Tener, J",03/10/98,Conventional,Award Issued,,
633,ia-96-121.pdf,IA-96-121,IA-96-121,Montgomery Tp,PBA Loc 355 (Superiors),Somerset,"Zausner, B",02/23/98,Conventional,Award Issued,,
634,ia-96-119.pdf,IA-96-119,IA-96-119,Woodbridge Tp,PBA Loc 38,Middlesex,"Mastriani, J",02/17/98,Fair and Final - Labor,Award Issued,,
635,ia-97-107.pdf,IA-97-107,IA-97-107,Pennsauken Tp,FOP Lodge 3,Camden,"Mastriani, J",02/11/98,Conventional,Award Issued,,
636,ia-97-20.pdf,IA-97-020,IA-97-020,River Edge Boro,PBA Loc 201,Bergen,"Kurtzman, C",02/09/98,Conventional,Award Issued,,
637,ia-96-169.pdf,IA-96-169,IA-96-169,New Providence Boro,PBA Loc 132,Union,"Zausner, B",01/08/98,Conventional,Award Issued,,
638,ia-97-27.pdf,IA-97-027,IA-97-027,Gloucester Tp,Gloucester Tp Police Assn,Camden,"Hammer, L",01/05/98,Conventional,Award Issued,,
639,ia-96-133.pdf,IA-96-133,IA-96-133,Fort Lee Boro,PBA Loc 245,Bergen,"Zausner, B",01/02/98,Conventional,Award Issued,,
640,ia-97-120.pdf,IA-97-120,IA-97-120,Sea Girt Boro,PBA Loc 50,Monmouth,"Pierson, J",12/24/97,Conventional,Award Issued,,
641,ia-97-70.pdf,IA-97-070,IA-97-070,Fairfield Tp,PBA Loc 81,Essex,"Mastriani, J",12/24/97,Conventional,Award Issued,,
642,ia-96-40.pdf,IA-96-040,IA-96-040,Surf City Boro,PBA Loc 175,Ocean,"Pierson, J",12/09/97,Conventional,Award Issued,,
643,perc_98-123.pdf,IA-95-071,IA-95-071,Allendale Boro,PBA Loc 217,Bergen,"Light, R",12/08/97,Conventional,"Award Affirmed per Commission Decision, PERC 98-123 issued 03/27/98",,
644,ia-95-71.pdf,IA-95-071,IA-95-071,Allendale Boro,PBA Loc 217,Bergen,"Light, R",12/08/97,Conventional,"Award Affirmed per Commission Decision, PERC 98-123 issued 03/27/98",,
645,perc_98-27.pdf,IA-95-071,IA-95-071,Allendale Boro,PBA Loc 217,Bergen,"Light, R",12/08/97,Conventional,"Award Affirmed per Commission Decision, PERC 98-123 issued 03/27/98",,
646,"ia-95-71,3-12-97.pdf",IA-95-071,IA-95-071,Allendale Boro,PBA Loc 217,Bergen,"Light, R",12/08/97,Conventional,"Award Affirmed per Commission Decision, PERC 98-123 issued 03/27/98",,
647,ia-97-69.pdf,IA-97-069,IA-97-069,Somerville Boro,PBA Loc 147,Somerset,"Tener, J",12/05/97,Conventional,Award Issued,,
648,ia-96-109.pdf,IA-96-109,IA-96-109,S Hackensack Tp,PBA Loc 102,Bergen,"Kurtzman, C",12/01/97,Conventional,Award Issued,,
649,ia-96-45.pdf,IA-96-045,IA-96-045,W New York,PBA Loc 361,Hudson,"Brent, D",11/25/97,Conventional,Award Issued,,
650,ia-97-18.pdf,IA-97-018,IA-97-018,Morris Cty Prosecutor's Office,PBA Loc 327,Morris,"Tener, J",11/05/97,Conventional,Award Issued,,
651,ia-95-49.pdf,IA-95-049,IA-95-049,Passaic,PBA Loc 14,Passaic,"Kurtzman, C",11/03/97,Fair and Final - Labor,Award Issued,,
652,ia-96-149.pdf,IA-96-149,IA-96-149 & IA-96-148,Plainfield,PBA Loc 19 (Superiors),Union,"Zausner, B",10/27/97,Conventional,Award Issued,,
653,ia-96-148.pdf,IA-96-148,IA-96-148 & IA-96-149,Plainfield,PBA Loc 19,Union,"Zausner, B",10/27/97,Conventional,Award Issued,,
654,ia-97-16.pdf,IA-97-016,IA-97-016,Middlesex Cty (Corrections),PBA Loc 152,Middlesex,"Glasson, R",10/27/97,Conventional,Award Issued,,
655,ia-96-107.pdf,IA-96-107,IA-96-107,N Bergen Tp,IAFF Loc 1387,Hudson,"Tener, J",10/21/97,Conventional,Award Issued,,
656,ia-97-121.pdf,IA-97-121,IA-97-121,County of Salem,Sheriff's Officers Association,Salem,"Mastriani, J",10/17/97,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 98-107 issued 02/27/97",,
657,perc_98-107.pdf,IA-97-121,IA-97-121,County of Salem,Sheriff's Officers Association,Salem,"Mastriani, J",10/17/97,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 98-107 issued 02/27/97",,
658,"ia-97-121,10-17-97.pdf",IA-97-121,IA-97-121,County of Salem,Sheriff's Officers Association,Salem,"Mastriani, J",10/17/97,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 98-107 issued 02/27/97",,
659,ia-97-67.pdf,IA-97-067,IA-97-067,Salem Cty,Salem Cty Correction Offrs Assn,Salem,"Mastriani, J",10/17/97,Conventional,Award Issued,,
660,ia-96-159.pdf,IA-96-159,IA-96-159,Lawrence Tp,PBA Loc 119,Mercer,"Light, R",10/15/97,Conventional,Award Issued,,
661,ia-96-138.pdf,IA-96-138,IA-96-138,Cliffside Park Boro,PBA Loc 96,Bergen,"Kurtzman, C",09/22/97,Conventional,Award Issued,,
662,ia-98-59.pdf,IA-97-008,IA-97-008 & IA-98-059,Bogota Boro,PBA Loc 86,Bergen,"Aiges, S",09/15/97,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 98-104 Issued 1/30/98",,
663,perc_99-20.pdf,IA-97-008,IA-97-008 & IA-98-059,Bogota Boro,PBA Loc 86,Bergen,"Aiges, S",09/15/97,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 98-104 Issued 1/30/98",,
664,ia-97-8.pdf,IA-97-008,IA-97-008 & IA-98-059,Bogota Boro,PBA Loc 86,Bergen,"Aiges, S",09/15/97,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 98-104 Issued 1/30/98",,
665,perc_98-104.pdf,IA-97-008,IA-97-008 & IA-98-059,Bogota Boro,PBA Loc 86,Bergen,"Aiges, S",09/15/97,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 98-104 Issued 1/30/98",,
666,ia-97-8_1.pdf,IA-97-008,IA-97-008 & IA-98-059,Bogota Boro,PBA Loc 86,Bergen,"Aiges, S",09/15/97,Conventional,"Award Vacated and Remanded per Commission Decision, PERC 98-104 Issued 1/30/98",,
667,ia-97-34.pdf,IA-97-034,IA-97-034,Jersey City,IAFF Loc 1066,Hudson,"Pierson, J",08/22/97,Conventional,Award Issued,,
668,ia-96-24.pdf,IA-96-024,IA-96-024,Passaic,Passaic Fire Offrs Assn,Passaic,"Tener, J",07/31/97,Conventional,Award Issued,,
669,perc_98-88.pdf,IA-96-178,IA-96-178,Hudson Cty Prosecutor's Office,PBA Loc 232,Hudson,"Begin, J",07/28/97,Conventional," Award Affirmed per Commission Decision, PERC 98-88 issued 12/19/97",,
670,ia-96-178.pdf,IA-96-178,IA-96-178,Hudson Cty Prosecutor's Office,PBA Loc 232,Hudson,"Begin, J",07/28/97,Conventional," Award Affirmed per Commission Decision, PERC 98-88 issued 12/19/97",,
671,ia-96-100.pdf,IA-96-100,IA-96-100,Bergen Cty Prosecutor's Office,PBA Loc 221,Bergen,"Light, R",07/22/97,Conventional,Award Issued,,
