,Filename,Current Docket,Docket Numbers,Public Employer,Union,County,Arbitrator,Date Received,Award Type,Current Status,Appellate Court,Supreme Court
203,IA-2011-48.pdf,IA-2011-048,IA-2011-048,Spotswood Boro,PBA Loc 225,Middlesex,"Mason, F",05/23/2011,Conventional,Appealed,,
204,IA-2010-53.pdf,IA-2010-053,IA-2010-053,Hasbrouck Hgts Boro,PBA Loc 102,Bergen,"Henderson, L",05/16/2011,Conventional,Award Issued,,
205,PERC 2011-77.pdf,IA-2011-045,IA-2011-045,Bloomingdale Boro,PBA Loc 354,Passaic,"Mastriani, J",04/12/2011,Conventional,Appealed,,
206,IA-2011-45.pdf,IA-2011-045,IA-2011-045,Bloomingdale Boro,PBA Loc 354,Passaic,"Mastriani, J",04/12/2011,Conventional,Appealed,,
207,IA-2010-78.pdf,IA-2010-078,IA-2010-078,S Hackensack Tp,PBA Loc 102,Bergen,"Hundley, T",04/07/2011,Conventional,Award Issued,,
208,IA-2009-15.pdf,IA-2009-016,IA-2009-016 & IA-2009-015,Paterson,PBA Loc 1 SOA,Bergen,"Mastriani, J",02/17/2011,Conventional,Award Issued,,
209,IA-2009-16.pdf,IA-2009-016,IA-2009-016 & IA-2009-015,Paterson,PBA Loc 1 SOA,Bergen,"Mastriani, J",02/17/2011,Conventional,Award Issued,,
210,IA-2009-15.pdf,IA-2009-015,IA-2009-015 & IA-2009-016,Paterson,PBA Loc 1,Bergen,"Mastriani, J",02/17/2011,Conventional,Award Issued,,
211,IA-2009-16.pdf,IA-2009-015,IA-2009-015 & IA-2009-016,Paterson,PBA Loc 1,Bergen,"Mastriani, J",02/17/2011,Conventional,Award Issued,,
212,PERC 2011 75.pdf,IA-2009-103,IA-2009-103,Hunterdon County Sheriff's Office,FOP Lodge 94,Hunterdon,"Glasson, R",02/02/2011,Conventional,Appealed,,
213,PERC 2011-75.pdf,IA-2009-103,IA-2009-103,Hunterdon County Sheriff's Office,FOP Lodge 94,Hunterdon,"Glasson, R",02/02/2011,Conventional,Appealed,,
214,IA-2009-103.pdf,IA-2009-103,IA-2009-103,Hunterdon County Sheriff's Office,FOP Lodge 94,Hunterdon,"Glasson, R",02/02/2011,Conventional,Appealed,,
215,IA 2008-44.pdf,IA-2008-045,IA-2008-045 & IA-2008-044,S Orange Village Tp,PBA Loc 12A (SOA),Essex,"Mastriani, J",01/21/2011,Conventional,Award Issued,,
216,IA-2008-45.pdf,IA-2008-045,IA-2008-045 & IA-2008-044,S Orange Village Tp,PBA Loc 12A (SOA),Essex,"Mastriani, J",01/21/2011,Conventional,Award Issued,,
217,IA 2008-44.pdf,IA-2008-044,IA-2008-044 & IA-2008-045,S Orange Village Tp,PBA Loc 12,Essex,"Mastriani, J",01/21/2011,Conventional,Award Issued,,
218,IA-2008-45.pdf,IA-2008-044,IA-2008-044 & IA-2008-045,S Orange Village Tp,PBA Loc 12,Essex,"Mastriani, J",01/21/2011,Conventional,Award Issued,,
219,IA-2009-56.pdf,IA-2009-056,IA-2009-056,Boonton,PBA Loc 212,Morris,"Glasson, R",12/28/2010,Conventional,Award Issued,,
220,IA-2008-74.pdf,IA-2008-074,IA-2008-074,Millville,PBA Loc 213,Cumberland,"Mastriani, J",12/21/2010,Conventional,Award Issued,,
221,IA-2009-70.pdf,IA-2009-070,IA-2009-070,Jersey City,Jersey City PSOA,Hudson,"Weisblatt, J",11/16/2010,Conventional,Award Issued,,
222,PERC 2011-80.pdf,IA-2009-067,IA-2009-067,Hunterdon Cty,FOP Lodge 29,Hunterdon,"Glasson, R",11/01/2010,Conventional,Appealed,,
223,IA-2009-67.pdf,IA-2009-067,IA-2009-067,Hunterdon Cty,FOP Lodge 29,Hunterdon,"Glasson, R",11/01/2010,Conventional,Appealed,,
224,IA-2008-92.pdf,IA-2008-092,IA-2008-092,Keyport Boro,PBA Loc 223,Monmouth,"Mastriani, J",10/12/2010,Conventional,Award Issued,,
225,IA-2008-85.pdf,IA-2008-085,IA-2008-085,Belmar Boro,PBA Loc 50,Monmouth,"Restaino, G",09/13/2010,Conventional,Award Issued,,
226,IA-2008-38.pdf,IA-2008-039,IA-2008-039 & IA-2008-038,Ocean Tp,PBA Loc 57,Monmouth,"Mastriani, J",08/31/2010,Conventional,Award Issued,,
227,IA-2008-39.pdf,IA-2008-039,IA-2008-039 & IA-2008-038,Ocean Tp,PBA Loc 57,Monmouth,"Mastriani, J",08/31/2010,Conventional,Award Issued,,
228,IA-2008-38.pdf,IA-2008-038,IA-2008-038 & IA-2008-039,Ocean Tp,Ocean Tp Police SOA,Monmouth,"Mastriani, J",08/31/2010,Conventional,Award Issued,,
229,IA-2008-39.pdf,IA-2008-038,IA-2008-038 & IA-2008-039,Ocean Tp,Ocean Tp Police SOA,Monmouth,"Mastriani, J",08/31/2010,Conventional,Award Issued,,
230,IA-2008-98 Supplemental 2011.07.14.pdf,IA-2008-098,IA-2008-098,Essex Cty Sheriff,PBA Loc 183,Essex,"Weisblatt, J",08/03/2010,,Appealed,,
231,PERC 2011-92.pdf,IA-2008-098,IA-2008-098,Essex Cty Sheriff,PBA Loc 183,Essex,"Weisblatt, J",08/03/2010,,Appealed,,
232,IA-2008-98.pdf,IA-2008-098,IA-2008-098,Essex Cty Sheriff,PBA Loc 183,Essex,"Weisblatt, J",08/03/2010,,Appealed,,
233,IA-2007-92.pdf,IA-2007-092,IA-2007-092,New Brunswick,FMBA Loc 17,Middlesex,"Mastriani, J",08/02/2010,Conventional,Award Issued,,
234,IA-2008-64.pdf,IA-2008-064,IA-2008-064,Rumson Boro,PBA Loc 345,Monmouth,"Mastriani, J",07/27/2010,Conventional,Appealed,,
235,IA-2007-93.pdf,IA-2007-094,IA-2007-094 & IA-2007-093,Belleville Tp,FMBA Loc 29,Essex,"Mastriani, J",05/25/2010,Conventional,Award Issued,,
236,IA-2007-94.pdf,IA-2007-094,IA-2007-094 & IA-2007-093,Belleville Tp,FMBA Loc 29,Essex,"Mastriani, J",05/25/2010,Conventional,Award Issued,,
237,IA-2007-93.pdf,IA-2007-093,IA-2007-093 & IA-2007-094,Belleville Tp,FMBA Loc 229,Essex,"Mastriani, J",05/25/2010,Conventional,Award Issued,,
238,IA-2007-94.pdf,IA-2007-093,IA-2007-093 & IA-2007-094,Belleville Tp,FMBA Loc 229,Essex,"Mastriani, J",05/25/2010,Conventional,Award Issued,,
239,PERC 2011 37.pdf,IA-2008-021,IA-2008-021,Kearny,FMBA Loc 18,Hudson,"Mastriani, J",05/24/2010,Conventional,Appealed,,
240,IA-2008-21.pdf,IA-2008-021,IA-2008-021,Kearny,FMBA Loc 18,Hudson,"Mastriani, J",05/24/2010,Conventional,Appealed,,
241,IA-2007-73.pdf,IA-2007-073,IA-2007-073,Washington Tp,PBA Loc 206,Bergen,"Mastriani, J",05/24/2010,Conventional,Award Issued,,
242,IA-2008-35.pdf,IA-2008-035,IA-2008-035,Rutherford Boro,PBA Loc 300,Bergen,"Mastriani, J",05/20/2010,Conventional,Award Issued,,
243,PERC 2011-17.pdf,IA-2008-047,IA-2008-047 & IA-2008-069,Asbury Park,PBA Loc 6 SOA,Ocean,"Mastriani, J",05/17/2010,Conventional,Award Issued,,
244,IA-2008-69.pdf,IA-2008-047,IA-2008-047 & IA-2008-069,Asbury Park,PBA Loc 6 SOA,Ocean,"Mastriani, J",05/17/2010,Conventional,Award Issued,,
245,IA-2008-47.pdf,IA-2008-047,IA-2008-047 & IA-2008-069,Asbury Park,PBA Loc 6 SOA,Ocean,"Mastriani, J",05/17/2010,Conventional,Award Issued,,
246,PERC 2011-17.pdf,IA-2008-069,IA-2008-069 & IA-2008-047,Asbury Park,PBA Loc 6,Ocean,"Mastriani, J",05/17/2010,Conventional,Appealed,,
247,IA-2008-69.pdf,IA-2008-069,IA-2008-069 & IA-2008-047,Asbury Park,PBA Loc 6,Ocean,"Mastriani, J",05/17/2010,Conventional,Appealed,,
248,IA-2008-47.pdf,IA-2008-069,IA-2008-069 & IA-2008-047,Asbury Park,PBA Loc 6,Ocean,"Mastriani, J",05/17/2010,Conventional,Appealed,,
249,PERC 2011-76.pdf,IA-2007-057,IA-2007-057,Atlantic Cty,FOP Lodge 34,Atlantic,"Restaino, G",04/06/2010,Conventional,Appealed,,
250,IA-2007-57 Supplemental 2011.03.18.pdf,IA-2007-057,IA-2007-057,Atlantic Cty,FOP Lodge 34,Atlantic,"Restaino, G",04/06/2010,Conventional,Appealed,,
251,PERC 2011-56.pdf,IA-2007-057,IA-2007-057,Atlantic Cty,FOP Lodge 34,Atlantic,"Restaino, G",04/06/2010,Conventional,Appealed,,
252,IA-2007-57 Supplemental 2010.09.01.pdf,IA-2007-057,IA-2007-057,Atlantic Cty,FOP Lodge 34,Atlantic,"Restaino, G",04/06/2010,Conventional,Appealed,,
253,PERC 2011-8.pdf,IA-2007-057,IA-2007-057,Atlantic Cty,FOP Lodge 34,Atlantic,"Restaino, G",04/06/2010,Conventional,Appealed,,
254,IA-2007-57.pdf,IA-2007-057,IA-2007-057,Atlantic Cty,FOP Lodge 34,Atlantic,"Restaino, G",04/06/2010,Conventional,Appealed,,
255,IA-2008-70.pdf,IA-2008-070,IA-2008-070,New Milford Boro,PBA Loc 83,Bergen,"Tener, J",03/15/2010,Conventional,Award Issued,,
256,IA-2008-60 2010.03.15.pdf,IA-2008-060,IA-2008-060,Paramus Boro,PBA Loc 186,Bergen,"Weiss, E",03/15/2010,Conventional,Appealed,,
257,PERC 2010-35.pdf,IA-2008-060,IA-2008-060,Paramus Boro,PBA Loc 186,Bergen,"Weiss, E",03/15/2010,Conventional,Appealed,,
258,IA-2008-60.pdf,IA-2008-060,IA-2008-060,Paramus Boro,PBA Loc 186,Bergen,"Weiss, E",03/15/2010,Conventional,Appealed,,
259,IA-2009-49.pdf,IA-2009-049,IA-2009-049,Lakewood Tp,PBA Loc 71,Ocean,"Glasson, R",01/08/2010,Conventional,Award Issued,,
260,PERC 2010-073.pdf,IA-2007-016,IA-2007-016,Trenton,FMBA Loc 11,Mercer,"Mastriani, J",12/30/2009,Conventional,Appealed,,
261,IA-2007-16.pdf,IA-2007-016,IA-2007-016,Trenton,FMBA Loc 11,Mercer,"Mastriani, J",12/30/2009,Conventional,Appealed,,
262,IA-2008-17.pdf,IA-2008-017,IA-2008-017,NJ/State,NJ Law Enforcement Supv Assn,,"Weisblatt, J",12/29/2009,Conventional,Award Issued,,
263,IA-2008-78.pdf,IA-2008-078,IA-2008-078,Harrison,FOP Lodge 116,Hudson,"Weisblatt, J",12/09/2009,Conventional,Award Issued,,
264,IA-2008-58.pdf,IA-2008-059,IA-2008-059 & IA-2008-058,Freehold Tp,PBA Loc 209 (SOA),Monmouth,"Hundley, T",11/19/2009,Conventional,Award Issued,,
265,IA-2008-59.pdf,IA-2008-059,IA-2008-059 & IA-2008-058,Freehold Tp,PBA Loc 209 (SOA),Monmouth,"Hundley, T",11/19/2009,Conventional,Award Issued,,
266,IA-2008-58.pdf,IA-2008-058,IA-2008-058 & IA-2008-059,Freehold Tp,PBA Loc 209,Monmouth,"Hundley, T",11/19/2009,Conventional,Award Issued,,
267,IA-2008-59.pdf,IA-2008-058,IA-2008-058 & IA-2008-059,Freehold Tp,PBA Loc 209,Monmouth,"Hundley, T",11/19/2009,Conventional,Award Issued,,
268,PERC 2010-074.pdf,IA-2009-011,IA-2009-011,Bergenfield Boro,PBA Loc 309,Bergen,"Pierson, J",11/17/2009,Conventional,Appealed,,
269,IA-2009-11.pdf,IA-2009-011,IA-2009-011,Bergenfield Boro,PBA Loc 309,Bergen,"Pierson, J",11/17/2009,Conventional,Appealed,,
270,IA-2004-54.pdf,IA-2004-054,IA-2004-054,Middletown Tp,PBA Loc 124,Monmouth,"Light, R",10/19/2009,Conventional,Award Issued,,
271,IA-2007-84.pdf,IA-2007-084,IA-2007-084,Morris Cty,PBA Loc 298,Morris,"Mastriani, J",10/05/2009,Conventional,Award Issued,,
272,IA-2007-113.pdf,IA-2007-113,IA-2007-113,Harrison,FMBA Loc 22,Hudson,"Mastriani, J",09/22/2009,Conventional,Award Issued,,
273,IA-2007-90.pdf,IA-2007-090,IA-2007-090,Harrison,PBA Loc 22,Hudson,"Mastriani, J",09/22/2009,Conventional,Award Issued,,
274,IA-2007-115 3rd Award.pdf,IA-2007-115,IA-2007-115,Passaic Cty Sheriff's Office,PBA Loc 197; PBA Loc 197 (Superiors); PBA Loc 286; PBA Loc 286 (SOA),Passaic,"Light, R",08/31/2009,Conventional,Appealed,,
275,PERC 2011 36.pdf,IA-2007-115,IA-2007-115,Passaic Cty Sheriff's Office,PBA Loc 197; PBA Loc 197 (Superiors); PBA Loc 286; PBA Loc 286 (SOA),Passaic,"Light, R",08/31/2009,Conventional,Appealed,,
276,IA-2007-115 2nd Award.pdf,IA-2007-115,IA-2007-115,Passaic Cty Sheriff's Office,PBA Loc 197; PBA Loc 197 (Superiors); PBA Loc 286; PBA Loc 286 (SOA),Passaic,"Light, R",08/31/2009,Conventional,Appealed,,
277,PERC 2010-42.pdf,IA-2007-115,IA-2007-115,Passaic Cty Sheriff's Office,PBA Loc 197; PBA Loc 197 (Superiors); PBA Loc 286; PBA Loc 286 (SOA),Passaic,"Light, R",08/31/2009,Conventional,Appealed,,
278,IA-2007-115.pdf,IA-2007-115,IA-2007-115,Passaic Cty Sheriff's Office,PBA Loc 197; PBA Loc 197 (Superiors); PBA Loc 286; PBA Loc 286 (SOA),Passaic,"Light, R",08/31/2009,Conventional,Appealed,,
279,PERC 2010-26.pdf,IA-2007-081,IA-2007-081,Ramsey Boro,PBA Loc 155,Bergen,"Mastriani, J",08/03/2009,Conventional,"Award Affirmed per Commission Decision, PERC 2010-26 issued 10/29/2009",,
280,IA-2007-81.pdf,IA-2007-081,IA-2007-081,Ramsey Boro,PBA Loc 155,Bergen,"Mastriani, J",08/03/2009,Conventional,"Award Affirmed per Commission Decision, PERC 2010-26 issued 10/29/2009",,
281,IA-2006-71.pdf,IA-2006-071,IA-2006-071,Trenton,Trenton Police SOA,Mercer,"Tener, J",07/28/2009,Conventional,Award Issued,,
282,IA-2008-36.pdf,IA-2008-037,IA-2008-037 & IA-2008-036,N Plainfield Boro,PBA Local 85 (Superiors),Somerset,"Glasson, R",07/27/2009,Conventional,Award Issued,,
283,IA-2008-37.pdf,IA-2008-037,IA-2008-037 & IA-2008-036,N Plainfield Boro,PBA Local 85 (Superiors),Somerset,"Glasson, R",07/27/2009,Conventional,Award Issued,,
284,IA-2008-36.pdf,IA-2008-036,IA-2008-036 & IA-2008-037,N Plainfield Boro,PBA Local 85,Somerset,"Glasson, R",07/27/2009,Conventional,Award Issued,,
285,IA-2008-37.pdf,IA-2008-036,IA-2008-036 & IA-2008-037,N Plainfield Boro,PBA Local 85,Somerset,"Glasson, R",07/27/2009,Conventional,Award Issued,,
286,IA-2008-40.pdf,IA-2008-040,IA-2008-040,Paterson,Paterson Firefighters Assn,Passaic,"Scheinman, M",07/23/2009,Conventional,Award Issued,,
287,IA-2007-52.pdf,IA-2007-052,IA-2007-052,Cliffside Park Boro,PBA Loc 96,Bergen,"Mastriani, J",07/15/2009,Conventional,Award Issued,,
288,IA-2009-7.pdf,IA-2009-007,IA-2009-007 & IA-2008-057 & IA-2009-006,Paterson,Paterson Deputy Fire Chiefs Assn,Passaic,"Pierson, J",07/08/2009,Conventional,Award Issued,,
289,IA-2009-6.pdf,IA-2009-006,IA-2009-006 & IA-2009-007 & IA-2008-057,Paterson,Paterson Battalion Chiefs Assn,Passaic,"Pierson, J",07/08/2009,Conventional,Award Issued,,
290,IA-2008-57.pdf,IA-2008-057,IA-2008-057 & IA-2009-006 & IA-2009-007,Paterson,Paterson Fire Offrs Assn,Passaic,"Pierson, J",07/08/2009,Conventional,Award Issued,,
291,IA-2007-1.pdf,IA-2007-001,IA-2007-001,West Orange Tp,FMBA Loc 28,Essex,"Mastriani, J",06/25/2009,Conventional,Award Issued,,
292,IA-2008-2.pdf,IA-2008-002,IA-2008-002,Bloomfield Tp,FMBA Loc 19,Essex,"Mastriani, J",06/03/2009,Conventional,Award Issued,,
293,IA-2008-60 2010.03.15.pdf,IA-2008-060,IA-2008-060,Paramus Boro,PBA Loc 186,Bergen,"Weiss, E",05/19/2009,Conventional,Appealed,,
294,PERC 2010-35.pdf,IA-2008-060,IA-2008-060,Paramus Boro,PBA Loc 186,Bergen,"Weiss, E",05/19/2009,Conventional,Appealed,,
295,IA-2008-60.pdf,IA-2008-060,IA-2008-060,Paramus Boro,PBA Loc 186,Bergen,"Weiss, E",05/19/2009,Conventional,Appealed,,
296,IA-2008-14.pdf,IA-2008-014,IA-2008-014,NJ/State (Corrections),PBA Loc 105,,"Mastriani, J",05/05/2009,Conventional,Award Issued,,
297,IA-2006-57.pdf,IA-2006-057,IA-2006-057,Irvington Tp,Irvington Police SOA,Essex,"Glasson, R",01/27/2009,Conventional,Award Issued,,
298,IA-2007-60.pdf,IA-2007-060,IA-2007-060,Trenton,PBA Loc 11,Mercer,"Pierson, J",01/09/2009,Conventional,Award Issued,,
299,IA-2008-42.pdf,IA-2008-042,IA-2008-042,Closter Boro,PBA Loc 233,Bergen,"Mastriani, J",01/07/2009,Conventional,Award Issued,,
300,IA-2007-69.pdf,IA-2007-080,IA-2007-080 & IA-2007-069,Hopewell Tp,PBA Loc 342 (SOA),Mercer,"Mastriani, J",12/30/2008,Conventional,Award Issued,,
301,IA-2007-80.pdf,IA-2007-080,IA-2007-080 & IA-2007-069,Hopewell Tp,PBA Loc 342 (SOA),Mercer,"Mastriani, J",12/30/2008,Conventional,Award Issued,,
302,IA-2007-69.pdf,IA-2007-069,IA-2007-069 & IA-2007-080,Hopewell Tp,PBA Loc 342,Mercer,"Mastriani, J",12/30/2008,Conventional,Award Issued,,
303,IA-2007-80.pdf,IA-2007-069,IA-2007-069 & IA-2007-080,Hopewell Tp,PBA Loc 342,Mercer,"Mastriani, J",12/30/2008,Conventional,Award Issued,,
304,PERC 2011 87.pdf,IA-2007-087,IA-2007-087,Fort Lee Boro,PBA Loc 245,Bergen,"Glasson, R",12/22/2008,Conventional,Appealed,,
305,IA-2007-87 Supplemental 2010.12.22.pdf,IA-2007-087,IA-2007-087,Fort Lee Boro,PBA Loc 245,Bergen,"Glasson, R",12/22/2008,Conventional,Appealed,,
306,PERC 2010-17.pdf,IA-2007-087,IA-2007-087,Fort Lee Boro,PBA Loc 245,Bergen,"Glasson, R",12/22/2008,Conventional,Appealed,,
307,IA-2007-87 Supplemental.pdf,IA-2007-087,IA-2007-087,Fort Lee Boro,PBA Loc 245,Bergen,"Glasson, R",12/22/2008,Conventional,Appealed,,
308,PERC 2009-64.pdf,IA-2007-087,IA-2007-087,Fort Lee Boro,PBA Loc 245,Bergen,"Glasson, R",12/22/2008,Conventional,Appealed,,
309,IA-2007-87.pdf,IA-2007-087,IA-2007-087,Fort Lee Boro,PBA Loc 245,Bergen,"Glasson, R",12/22/2008,Conventional,Appealed,,
310,IA-2007-99.pdf,IA-2007-100,IA-2007-100 & IA-2007-099,Englewood City,PBA Loc 216 (SOA),Bergen,"Hundley, T",12/22/2008,Conventional,Award Issued,,
311,IA-2007-100.pdf,IA-2007-100,IA-2007-100 & IA-2007-099,Englewood City,PBA Loc 216 (SOA),Bergen,"Hundley, T",12/22/2008,Conventional,Award Issued,,
312,IA-2007-99.pdf,IA-2007-099,IA-2007-099 & IA-2007-100,Englewood City,PBA Loc 216,Bergen,"Hundley, T",12/22/2008,Conventional,Award Issued,,
313,IA-2007-100.pdf,IA-2007-099,IA-2007-099 & IA-2007-100,Englewood City,PBA Loc 216,Bergen,"Hundley, T",12/22/2008,Conventional,Award Issued,,
314,IA-2007-11.pdf,IA-2007-011,IA-2007-011,Irvington Tp,PBA Loc 29,Essex,"Glasson, R",12/01/2008,Conventional,Award Issued,,
315,IA-2006-49.pdf,IA-2006-047,IA-2006-047 & IA-2006-048 & IA-2006-049,Sayreville Boro,PBA Loc 98,Middlesex,"Hartigan, T",11/05/2008,Conventional,Award Issued,,
316,IA-2006-48.pdf,IA-2006-047,IA-2006-047 & IA-2006-048 & IA-2006-049,Sayreville Boro,PBA Loc 98,Middlesex,"Hartigan, T",11/05/2008,Conventional,Award Issued,,
317,IA-2006-47.pdf,IA-2006-047,IA-2006-047 & IA-2006-048 & IA-2006-049,Sayreville Boro,PBA Loc 98,Middlesex,"Hartigan, T",11/05/2008,Conventional,Award Issued,,
318,IA-2007-29.pdf,IA-2007-029,IA-2007-029,NJ Transit,PBA Loc 304,,"Weisblatt, J",10/24/2008,Conventional,Award Issued,,
319,IA-2007-19.pdf,IA-2007-019,IA-2007-019,Morris Cty Sheriff's Office,PBA Loc 151,Morris,"Hundley, T",10/20/2008,Conventional,Award Issued,,
320,IA-2006-28.pdf,IA-2006-028,IA-2006-028,Newark Housing Auth,Newark Ind Special Police Union Loc 202,Essex,"Mason, F",09/23/2008,Conventional,Award Issued,,
321,IA-2007-50.pdf,IA-2007-050,IA-2007-050,N Arlington Boro,PBA Loc 95,Bergen,"Mastriani, J",09/19/2008,Conventional,Award Issued,,
322,IA-2007-88.pdf,IA-2007-088,IA-2007-088,Pt Pleasant Beach Boro,PBA Loc 106,Ocean,"Glasson, R",06/02/2008,Conventional,Award Issued,,
323,IA-2006-24.pdf,IA-2006-024,IA-2006-024,Elizabeth,FMBA Loc 9,Union,"Mastriani, J",05/05/2008,Conventional,Award Issued,,
324,IA-2005-91.pdf,IA-2005-091,IA-2005-091,Edison Tp,IAFF Local 1197,Middlesex,"Mastriani, J",04/07/2008,Conventional,Award Issued,,
325,IA-2007-42.pdf,IA-2007-042,IA-2007-042,Raritan Boro,PBA Loc 82,Somerset,"Tener, J",02/25/2008,Conventional,Award Issued,,
326,IA-2007-44.pdf,IA-2007-044,IA-2007-044,Mountainside Boro,PBA Local 126,Union,"Weisblatt, J",01/08/2008,Conventional,Award Issued,,
327,IA-2006-42.pdf,IA-2006-042,IA-2006-042,N Wildwood,FMBA Loc 56,Cape May,"Glasson, R",01/07/2008,Conventional,Award Issued,,
328,PERC 2009-23.pdf,IA-2007-055,IA-2007-055,Pompton Lakes Boro,PBA Loc 161,Passaic,"Mason, F",12/28/2007,Conventional,Appealed,,
329,IA-2007-55 2008.07.25.pdf,IA-2007-055,IA-2007-055,Pompton Lakes Boro,PBA Loc 161,Passaic,"Mason, F",12/28/2007,Conventional,Appealed,,
330,PERC 2008 58.pdf,IA-2007-055,IA-2007-055,Pompton Lakes Boro,PBA Loc 161,Passaic,"Mason, F",12/28/2007,Conventional,Appealed,,
331,IA-2007-55.pdf,IA-2007-055,IA-2007-055,Pompton Lakes Boro,PBA Loc 161,Passaic,"Mason, F",12/28/2007,Conventional,Appealed,,
332,IA-2007-5.pdf,IA-2007-005,IA-2007-005,Middlesex Cty (Corr),PBA Local 152A Superiors,Middlesex,"Weisblatt, J",12/28/2007,Conventional,Award Issued,,
333,IA-2007-46.pdf,IA-2007-046,IA-2007-046,Lakewood Tp,PBA Loc 71 SOA,Ocean,"Hundley, T",12/20/2007,Conventional,Award Issued,,
334,IA-2005-26.pdf,IA-2005-026,IA-2005-026,Union Tp,FMBA Loc 246 (Fire Offrs),Union,"Mastriani, J",11/26/2007,Conventional,Award Issued,,
335,IA-2005-25.pdf,IA-2005-025,IA-2005-025,Union Tp,FMBA Loc 24,Union,"Mastriani, J",11/26/2007,Conventional,Award Issued,,
336,IA-2005-20.pdf,IA-2005-020,IA-2005-020,Union Tp,PBA Loc 69,Union,"Mastriani, J",11/26/2007,Conventional,Award Issued,,
337,IA-2006-52.pdf,IA-2006-052,IA-2006-052,Essex Cty Sheriff's Office,PBA Loc 183,Essex,"Mastriani, J",11/20/2007,Conventional,Award Issued,,
338,IA-2007-024.pdf,IA-2007-024,IA-2007-024,Middlesex Cty Sheriff's Office,PBA Loc 165,Middlesex,"Mastriani, J",10/16/2007,Fair and Final - Mgmt,Award Issued,,
339,IA-2006-31.pdf,IA-2006-061,IA-2006-061 & IA-2006-031,Camden Cty Prosecutor's Office,Camden Cty Superior Officers Assn,Camden,"Weiss, E",10/15/2007,Conventional,Award Issued,,
340,IA-2006-61.pdf,IA-2006-061,IA-2006-061 & IA-2006-031,Camden Cty Prosecutor's Office,Camden Cty Superior Officers Assn,Camden,"Weiss, E",10/15/2007,Conventional,Award Issued,,
341,IA-2006-31.pdf,IA-2006-031,IA-2006-031 & IA-2006-061,Camden Cty Prosecutor's Office,PBA Loc 316,Camden,"Weiss, E",10/15/2007,Conventional,Award Issued,,
342,IA-2006-61.pdf,IA-2006-031,IA-2006-031 & IA-2006-061,Camden Cty Prosecutor's Office,PBA Loc 316,Camden,"Weiss, E",10/15/2007,Conventional,Award Issued,,
343,IA-2006-5.pdf,IA-2006-005,IA-2006-005,Brookdale Comm College,FOP Lodge 79,Monmouth,"Mastriani, J",10/10/2007,Conventional,Award Issued,,
344,IA-2003-94.pdf,IA-2003-094,IA-2003-094,Plainfield,FMBA Loc 7,Union,"Scheinman, M",07/02/2007,Conventional,Award Issued,,
345,IA-2006-9.pdf,IA-2006-009,IA-2006-009,Moorestown Tp,FOP Lodge 109 SOA,Burlington,"Mastriani, J",04/18/2007,Conventional,Award Issued,,
346,IA-2006-30.pdf,IA-2006-030,IA-2006-030,Denville Tp,PBA Loc 142,Morris,"Restaino, G",03/19/2007,Conventional,Award Issued,,
347,IA-2005-85.pdf,IA-2005-085,IA-2005-085,Stanhope Boro,PBA Loc 138,Sussex,"Mastriani, J",03/02/2007,Conventional,Award Issued,,
348,ia-2005-44.pdf,IA-2005-044,IA-2005-044,Burlington Cty,PBA Loc 249,Burlington,"Mastriani, J",01/22/2007,Conventional,Award Issued,,
349,ia-2005-44.pdf,IA-2005-044,IA-2005-044,Burlington Cty,PBA Loc 249,Burlington,"Mastriani, J",01/22/2007,Conventional,Award Issued,,
350,ia-2005-44.pdf,IA-2005-044,IA-2005-044,Burlington Cty,PBA Loc 249,Burlington,"Mastriani, J",01/22/2007,Conventional,Award Issued,,
351,ia-2005-44.pdf,IA-2005-044,IA-2005-044,Burlington Cty,PBA Loc 249,Burlington,"Mastriani, J",01/22/2007,Conventional,Award Issued,,
352,IA-2005-92.pdf,IA-2005-092,IA-2005-092,Piscataway Tp,PBA Loc 93,Middlesex,"Glasson, R",01/11/2007,Conventional,Award Issued,,
353,PERC 2008-7.pdf,IA-2005-082,IA-2005-082,Ringwood Boro,PBA Loc 247,Passaic,"Weisblatt, J",01/02/2007,Conventional,Appealed,,
354,IA-2005-82.pdf,IA-2005-082,IA-2005-082,Ringwood Boro,PBA Loc 247,Passaic,"Weisblatt, J",01/02/2007,Conventional,Appealed,,
355,IA-2005-3.pdf,IA-2005-003,IA-2005-003,Long Branch,FMBA Loc 68,Monmouth,"Mastriani, J",12/05/2006,Conventional,Award Issued,,
356,IA-2003-87.pdf,IA-2003-087,IA-2003-087,Atlantic City,PBA Loc 24,Atlantic,"Mastriani, J",10/16/2006,Conventional,Award Issued,,
357,IA-2003-86.pdf,IA-2003-086,IA-2003-086,Atlantic City,IAFF Loc 198,Atlantic,"Mastriani, J",10/16/2006,Conventional,Award Issued,,
358,IA-2004-90.pdf,IA-2004-090,IA-2004-090,Westfield,FMBA Loc 30,Union,"Mastriani, J",10/10/2006,Conventional,Award Issued,,
359,IA-2005-49.pdf,IA-2005-049,IA-2005-049,Mildland Park Boro,PBA Loc 79,Bergen,"Matriani, J",09/26/2006,Conventional,Award Issued,,
360,PERC 2007-33.pdf,IA-2005-083,IA-2005-083,Somerset Cty Sheriff's Office,FOP Lodge 39,Somerset,"Mastriani, J",09/05/2006,Conventional,Appealed,,
